,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
2455,Lincoln ›,"8,684","14,206",77,126,31%,<1,8,—,–100%,0,—,38%
1184,Lincoln ›,986,"2,847",2,6,50%,7,17,5,–38%,0.1,0.36,43%
1809,Lincoln ›,"1,702","8,696",19,97,27%,2,98,8,–3%,0,—,24%
109,Lincoln ›,"3,204","24,601",48,369,19%,5,14,1,–26%,0.1,0.42,23%
568,Lincoln ›,508,"9,467",11,205,22%,1,8,—,–100%,0,—,39%
1436,Lincoln ›,"3,968","11,618",110,322,20%,<1,7,—,—,0.1,1.66,34%
244,Lincoln ›,"1,027","18,014",4,70,—,204,40,8,–35%,1.6,0.30,—
1057,Lincoln ›,"2,332","9,499",50,204,24%,1,12,6,–7%,0,—,30%
3212,Lincoln ›,"1,412","7,121",12,61,23%,0,—,—,—,0,—,33%
1754,Lincoln ›,361,"6,965",3,58,24%,<1,7,7,+10%,0,—,18%
1682,Lincoln ›,"3,835","10,984",59,169,18%,1,10,8,–13%,0,—,27%
3143,Lincoln ›,"3,277","11,876",92,333,36%,10,10,3,–46%,0,—,32%
2546,Lincoln ›,"4,367","12,707",63,183,22%,2,10,18,+3%,0,—,22%
2234,Lincoln ›,"1,379","2,760",21,42,45%,2,7,—,–100%,0,—,36%
456,Lincoln ›,819,"10,340",26,328,—,3,12,19,+16%,0,—,—
1898,Lincoln ›,"10,064","11,687",85,99,27%,10,17,12,–16%,0.4,0.77,29%
972,Lincoln ›,263,"8,879",5,169,31%,0,—,—,–100%,0,—,27%
1151,Lincoln ›,"4,537","9,706",93,199,26%,2,29,7,–43%,0,—,9%
2197,Lincoln ›,"3,245","9,304",71,204,23%,0,—,—,–100%,0,—,30%
1528,Lincoln ›,"5,917","10,027",41,69,21%,1,8,4,–28%,0,—,19%
1529,Linn ›,"1,195","10,025",13,109,28%,2,8,—,–100%,0,—,21%
874,Linn ›,"20,845","9,195",335,148,42%,<1,3,—,—,0.1,0.71,42%
979,Linn ›,818,"8,430",12,124,22%,0,—,69,–7%,0,—,34%
2225,Linn ›,"4,929","3,799",69,53,30%,<1,45,4,+126%,0,—,27%
2704,Lipscomb ›,346,"10,702",12,371,21%,<1,12,—,—,0,—,27%
311,Litchfield ›,"14,522","8,053",295,164,46%,11,6,8,–30%,0.1,0.08,46%
152,Little River ›,"1,242","10,131",42,343,17%,<1,4,6,–1%,0,—,22%
2759,Live Oak ›,"1,132","9,273",22,180,20%,2,5,11,–18%,0,—,16%
1064,Livingston ›,850,"9,245",20,218,30%,<1,10,4,–48%,0.1,2.20,27%
1156,Livingston ›,"13,482","9,576",206,146,20%,2,15,—,—,0,—,21%
1864,Livingston ›,"4,336","6,892",58,92,37%,11,10,1,–70%,0,—,41%
601,Livingston ›,"4,817","13,513",97,272,25%,3,23,12,–15%,0,—,32%
1504,Livingston ›,"1,676","11,007",42,276,27%,9,5,9,+25%,0,—,40%
1277,Livingston ›,"16,409","8,547",180,94,37%,20,20,22,–21%,0.7,0.73,30%
2800,Llano ›,"1,671","7,667",51,234,34%,<1,3,—,–100%,0,—,23%
2201,Logan ›,"4,267","8,888",57,119,19%,0,—,6,+19%,0,—,28%
600,Logan ›,"3,869","13,519",71,248,30%,4,24,13,+6%,0,—,33%
2003,Logan ›,263,"14,216",10,541,24%,1,19,16,–26%,0,—,42%
143,Logan ›,"2,237","10,421",22,102,24%,<1,5,—,–100%,0,—,17%
2103,Logan ›,"3,827","8,379",76,166,27%,2,8,3,–52%,0.1,0.66,32%
245,Logan ›,"3,970","17,716",67,299,—,251,35,11,–38%,2.5,0.35,—
943,Logan ›,289,"10,344",6,215,34%,<1,2,125,–2%,0.3,1.11,27%
1683,Logan ›,82,"10,963",0,—,11%,<1,9,—,—,0,—,24%
3076,Logan ›,"3,138","9,800",94,294,—,8,28,7,+40%,0,—,—
1027,Logan ›,"2,853","10,527",66,244,31%,6,11,29,+43%,0.1,0.25,33%
542,Long ›,863,"4,412",12,61,—,0,—,7,+85%,0,—,—
154,Lonoke ›,"7,359","10,038",119,162,24%,1,4,—,—,0,—,25%
2109,Lorain ›,"25,113","8,105",481,155,38%,2,6,8,–14%,0.1,0.50,27%
1824,Los Alamos ›,525,"2,711",6,31,47%,0,—,—,—,0,—,27%
188,Los Angeles ›,"1,237,120","12,323","24,067",240,37%,21,12,5,–10%,0.6,0.32,30%
2573,Loudon ›,"6,158","11,389",69,128,40%,2,7,—,–100%,0,—,27%
2993,Loudoun ›,"27,729","6,705",277,67,—,<1,5,13,+19%,0.1,0.90,—
831,Louisa ›,"1,281","11,609",49,444,34%,1,8,8,+12%,0,—,43%
3018,Louisa ›,"1,971","5,243",32,85,—,<1,2,10,–35%,0,—,—
1734,Loup ›,42,"6,325",0,—,17%,0,—,12,+14%,0,—,10%
2130,Love ›,"1,503","14,659",21,205,26%,5,7,7,–15%,0,—,24%
2849,Loving ›,2,"1,183",0,—,15%,0,—,—,—,0.1,0.29,29%
441,Lowndes ›,"12,735","10,847",210,179,—,4,5,10,+25%,0.1,0.18,—
2,Lowndes ›,"1,390","14,292",53,545,25%,7,16,4,–42%,0,—,23%
1447,Lowndes ›,"6,401","10,924",147,251,26%,1,5,5,–66%,0,—,22%
2322,Loíza,"1,415","5,732",—,—,17%,3,10,—,—,0,—,24%
2608,Lubbock ›,"49,136","15,821",786,253,30%,11,19,5,–62%,0,—,20%
2058,Lucas ›,"42,415","9,902",788,184,37%,61,11,28,–13%,1.9,0.34,39%
877,Lucas ›,773,"8,988",23,267,31%,<1,2,5,–12%,0,—,39%
1228,Luce ›,"1,276","20,485",4,64,30%,5,87,—,–100%,0.1,2.29,30%
505,Lumpkin ›,"2,999","8,923",74,220,—,1,5,4,+252%,0,—,—
1797,Luna ›,"3,337","14,075",86,363,32%,4,29,8,–3%,0,—,23%
3005,Lunenburg ›,767,"6,289",13,107,—,1,4,20,+45%,0,—,—
2335,Luquillo,889,"5,053",—,—,22%,3,8,—,—,0,—,26%
2259,Luzerne ›,"31,183","9,824",802,253,36%,62,19,32,+1%,1.0,0.32,36%
2253,Lycoming ›,"11,635","10,269",280,247,31%,10,21,12,–35%,0.2,0.37,31%
2439,Lyman ›,652,"17,244",11,291,34%,3,29,11,+37%,0,—,27%
2924,Lynchburg ›,"7,769","9,455",150,183,—,20,8,9,–26%,0.1,0.06,—
2716,Lynn ›,620,"10,418",23,386,24%,<1,9,<1,–89%,0,—,27%
909,Lyon ›,"4,283","12,903",85,256,35%,1,6,12,–12%,0,—,26%
806,Lyon ›,"1,579","13,433",41,349,29%,1,18,—,—,0,—,43%
990,Lyon ›,"1,534","18,685",19,231,39%,5,42,13,—,0.1,1.13,29%
1314,Lyon ›,"3,602","14,140",51,200,36%,13,31,13,+33%,0.3,0.70,22%
1759,Lyon ›,"3,193","5,552",65,113,22%,0,—,10,–4%,0,—,27%
1306,Mackinac ›,661,"6,121",3,28,50%,3,10,13,–57%,0,—,41%
1239,Macomb ›,"98,366","11,255","2,344",268,35%,5,36,11,–50%,0,—,35%
666,Macon ›,"10,750","10,336",209,201,29%,1,8,8,–29%,0,—,23%
1520,Macon ›,"1,547","10,234",15,99,24%,<1,10,8,+143%,0.1,1.58,21%
1951,Macon ›,"3,127","8,721",37,103,25%,10,8,7,–40%,0,—,35%
535,Macon ›,880,"6,797",31,239,—,0,—,9,–4%,0,—,—
2508,Macon ›,"3,630","14,755",78,317,17%,125,13,16,–7%,1.0,0.11,26%
60,Macon ›,"1,599","8,850",50,277,26%,<1,4,11,+216%,0,—,27%
665,Macoupin ›,"4,697","10,455",111,247,32%,1,9,5,+17%,0,—,35%
194,Madera ›,"16,462","10,464",242,154,28%,52,9,10,–25%,1.1,0.21,26%
1481,Madison ›,"1,658","13,716",16,132,20%,5,13,19,–9%,0,—,24%
1465,Madison ›,"10,099","9,503",217,204,36%,2,3,2,–21%,0.1,0.19,26%
338,Madison ›,"2,072","11,204",45,243,23%,15,14,17,–40%,0.9,0.81,30%
1971,Madison ›,"1,576","7,244",41,188,31%,<1,7,10,–8%,0,—,26%
437,Madison ›,"3,259","10,907",57,191,—,3,6,5,–26%,0,—,—
2625,Madison ›,"1,967","13,771",29,203,19%,10,12,3,–76%,0.1,0.17,18%
3023,Madison ›,616,"4,645",16,121,—,0,—,—,–100%,0,—,—
57,Madison ›,"34,837","9,342",505,135,32%,<1,4,10,+195%,0,—,20%
1869,Madison ›,"4,458","6,284",88,124,40%,16,9,11,–48%,0.1,0.08,45%
631,Madison ›,"30,500","11,598",592,225,34%,45,15,10,+3%,0,—,32%
1112,Madison ›,"1,568","14,318",39,356,19%,4,27,—,—,0,—,18%
757,Madison ›,"12,738","9,831",359,277,31%,3,10,8,–17%,0,—,31%
173,Madison ›,"1,459","8,802",23,139,21%,<1,2,3,–53%,0,—,27%
1038,Madison ›,"9,349","10,054",109,117,31%,3,7,12,–8%,0.1,0.31,34%
864,Madison ›,"1,624","9,940",19,116,34%,<1,4,9,–1%,0,—,32%
548,Madison ›,"7,201","18,044",28,70,20%,30,18,2,–90%,0.3,0.17,28%
1627,Madison ›,788,"9,163",8,93,29%,<1,5,—,–100%,0,—,29%
1663,Madison ›,"4,295","12,237",42,120,28%,2,27,—,–100%,0.1,1.70,30%
2060,Madison ›,"4,374","9,778",61,136,32%,26,11,24,–12%,0.1,0.06,41%
2567,Madison ›,"11,245","11,476",241,246,31%,2,8,8,–24%,0,—,17%
1094,Magoffin ›,961,"7,902",14,115,29%,1,6,6,–44%,0,—,26%
855,Mahaska ›,"2,302","10,419",51,231,28%,1,5,5,+5%,0.1,0.67,36%
1367,Mahnomen ›,546,"9,879",9,163,43%,2,19,14,–38%,0,—,37%
2070,Mahoning ›,"21,701","9,490",588,257,36%,13,9,8,–39%,0.3,0.21,35%
2151,Major ›,955,"12,518",21,275,30%,1,4,10,–10%,0.1,0.59,30%
2203,Malheur ›,"3,518","11,508",63,206,25%,28,40,19,+27%,0.4,0.63,29%
2985,Manassas Park ›,"1,217","6,963",11,63,—,2,6,11,–39%,0,—,—
2913,Manassas ›,"4,296","10,456",47,114,—,5,11,7,–36%,0.3,0.71,—
351,Manatee ›,"39,110","9,699",679,168,35%,18,11,22,+5%,0.4,0.27,39%
2336,Manatí,"1,869","4,998",—,—,30%,9,7,—,—,0,—,32%
1287,Manistee ›,"1,945","7,920",24,98,41%,4,17,16,–35%,0.1,0.59,38%
3155,Manitowoc ›,"8,821","11,169",89,113,39%,3,6,2,–56%,0,—,34%
3142,Marathon ›,"16,230","11,961",225,166,36%,27,10,4,–38%,0.4,0.16,41%
5,Marengo ›,"2,496","13,232",64,339,30%,7,12,13,+1%,0.1,0.25,15%
2375,Maricao,147,"2,709",—,—,17%,<1,3,—,—,0,—,41%
101,Maricopa ›,"543,198","12,110","9,940",222,30%,64,6,7,–8%,2.0,0.19,40%
1585,Maries ›,637,"7,324",8,92,23%,<1,1,8,–18%,0,—,17%
3150,Marinette ›,"4,631","11,477",70,173,34%,7,8,7,+8%,0,—,32%
226,Marin ›,"13,997","5,408",227,88,58%,5,2,—,–100%,0,—,35%
2840,Marion ›,540,"5,480",33,335,23%,0,—,—,–100%,0,—,18%
536,Marion ›,565,"6,759",19,227,—,0,—,—,—,0,—,—
999,Marion ›,"2,328","12,079",38,197,32%,4,27,—,—,0.1,0.98,29%
967,Marion ›,"1,104","9,290",24,202,32%,0,—,—,–100%,0,—,31%
745,Marion ›,"100,456","10,414","1,811",188,28%,9,5,11,+4%,0.1,0.08,37%
2209,Marion ›,"22,026","6,333",306,88,32%,63,18,10,–22%,0.3,0.08,32%
364,Marion ›,"31,405","8,590",965,264,32%,5,7,11,–16%,0,—,21%
849,Marion ›,"3,625","10,901",75,226,35%,1,6,5,–25%,0,—,37%
2402,Marion ›,"3,527","11,505",107,349,27%,5,10,13,–34%,0.1,0.31,21%
183,Marion ›,"1,056","6,326",30,180,20%,0,—,1,–46%,0,—,22%
38,Marion ›,"3,130","10,536",101,340,20%,3,8,12,+11%,0,—,17%
3099,Marion ›,"4,454","7,943",49,87,—,4,13,16,–5%,0,—,—
2584,Marion ›,"3,128","10,821",47,163,23%,1,5,9,–20%,0,—,23%
2039,Marion ›,"8,550","13,135",135,207,30%,7,18,3,–76%,0,—,33%
1446,Marion ›,"2,692","10,955",80,326,21%,1,5,—,–100%,0,—,29%
1483,Marion ›,"3,622","12,695",45,158,28%,3,13,15,+21%,0,—,17%
621,Marion ›,"4,472","12,020",121,325,26%,9,18,11,–1%,0.3,0.56,29%
240,Mariposa ›,448,"2,604",7,41,—,0,—,6,–5%,0,—,—
2396,Marlboro ›,"3,362","12,872",55,211,24%,9,13,14,+18%,0.1,0.20,31%
1274,Marquette ›,"5,866","8,795",62,93,45%,9,21,23,–18%,0,—,26%
3178,Marquette ›,"1,563","10,036",28,180,36%,2,6,—,–100%,0,—,36%
928,Marshall ›,"1,092","11,250",25,258,44%,<1,4,6,–35%,0,—,23%
1071,Marshall ›,"2,798","8,997",57,183,34%,1,10,—,–100%,0,—,32%
9,Marshall ›,"12,250","12,658",223,230,22%,6,8,13,+3%,0.1,0.18,19%
2499,Marshall ›,372,"7,538",6,122,37%,0,—,7,–32%,0,—,23%
1416,Marshall ›,"4,443","12,589",103,292,23%,1,19,15,–7%,0,—,23%
1379,Marshall ›,881,"9,437",17,182,30%,1,12,14,–37%,0,—,37%
2558,Marshall ›,"4,202","12,224",58,169,22%,<1,9,—,–100%,0,—,13%
700,Marshall ›,"6,077","13,137",113,244,26%,11,23,20,–4%,0.1,0.31,26%
820,Marshall ›,"4,829","12,266",75,191,36%,1,10,—,—,0,—,42%
3066,Marshall ›,"3,468","11,359",77,252,—,6,77,13,+42%,0,—,—
2157,Marshall ›,"2,046","12,084",23,136,26%,<1,3,7,–15%,0.1,0.87,29%
684,Marshall ›,"1,069","9,346",20,175,34%,2,4,4,–40%,0,—,34%
2899,Martinsville ›,"1,598","12,729",76,605,—,6,17,2,–75%,0.1,0.38,—
777,Martin ›,891,"8,688",15,146,30%,2,6,3,–53%,0.1,0.52,23%
1924,Martin ›,"2,245","10,004",40,178,63%,6,12,4,–47%,0,—,35%
2696,Martin ›,634,"10,986",19,329,19%,<1,16,—,–100%,0,—,33%
373,Martin ›,"12,440","7,727",322,200,39%,2,7,11,–17%,0.2,0.57,16%
1066,Martin ›,"1,030","9,201",20,179,32%,3,10,4,+6%,0,—,26%
1337,Martin ›,"2,305","11,711",31,157,39%,12,18,14,–11%,0,—,37%
1299,Mason ›,"2,099","7,202",36,124,40%,2,22,17,–45%,0.1,1.37,42%
643,Mason ›,"1,507","11,281",46,344,31%,27,10,8,+27%,0.1,0.05,34%
3104,Mason ›,"2,006","7,565",36,136,—,3,30,14,+48%,0,—,—
1043,Mason ›,"1,696","9,936",36,211,33%,1,23,8,–29%,0,—,21%
2758,Mason ›,401,"9,382",6,140,33%,1,6,7,+28%,0,—,17%
3053,Mason ›,"2,725","4,081",29,43,33%,5,7,—,–100%,0,—,43%
675,Massac ›,"1,339","9,723",43,312,23%,1,6,6,–21%,0,—,55%
2689,Matagorda ›,"4,111","11,219",110,300,25%,3,35,6,–19%,0.1,1.96,24%
72,Matanuska-Susitna Borough ›,"11,555","10,668",47,43,24%,24,8,1,–77%,0,—,40%
2991,Mathews ›,599,"6,781",12,136,—,2,5,2,–52%,0,—,—
544,Maui ›,"4,479","2,675",53,32,—,55,6,2,–49%,0.3,0.03,—
2347,Maunabo,454,"4,378",—,—,19%,1,9,—,—,0,—,23%
2518,Maury ›,"13,535","14,042",172,178,34%,14,11,14,–25%,0,—,36%
2600,Maverick ›,"10,442","17,782",356,606,32%,7,36,9,–15%,0.1,0.70,22%
2364,Mayagüez,"2,418","3,359",—,—,31%,2,5,—,—,0,—,30%
2185,Mayes ›,"4,194","10,204",69,168,24%,<1,<1,—,–100%,0.1,0.17,28%
2141,McClain ›,"5,299","13,092",69,170,30%,<1,6,—,–100%,0,—,18%
1619,McCone ›,184,"11,058",1,60,11%,<1,8,8,+19%,0,—,21%
2452,McCook ›,807,"14,447",25,448,32%,2,9,9,+37%,0,—,29%
2417,McCormick ›,"1,024","10,821",28,296,43%,4,6,7,–55%,0,—,35%
1034,McCracken ›,"6,631","10,136",123,188,33%,3,8,7,–25%,0.1,0.38,25%
1004,McCreary ›,"2,005","11,636",31,180,25%,5,25,—,–100%,0,—,23%
2810,McCulloch ›,573,"7,177",19,238,21%,<1,2,—,–100%,0,—,23%
2158,McCurtain ›,"3,942","12,007",90,274,18%,<1,3,7,–20%,0,—,26%
1500,McDonald ›,"2,631","11,521",36,158,14%,6,6,20,–10%,0,—,31%
681,McDonough ›,"2,848","9,595",59,199,30%,<1,4,7,+3%,0,—,27%
1901,McDowell ›,"5,223","11,415",63,138,30%,5,17,—,–100%,0,—,32%
3086,McDowell ›,"1,573","8,925",23,131,—,11,20,21,–15%,0.3,0.51,—
422,McDuffie ›,"2,508","11,768",49,230,—,14,9,14,+18%,0.3,0.18,—
2027,McHenry ›,647,"11,262",23,400,29%,<1,2,—,–100%,0,—,37%
685,McHenry ›,"28,573","9,284",311,101,32%,<1,4,7,–21%,0,—,31%
2004,McIntosh ›,346,"13,857",7,280,30%,<1,19,19,Flat,0,—,13%
2184,McIntosh ›,"2,003","10,221",59,301,35%,<1,<1,—,–100%,0.1,0.30,23%
539,McIntosh ›,866,"6,023",16,111,—,0,—,17,—,0,—,—
2276,McKean ›,"3,662","9,014",69,170,23%,14,16,12,–26%,0.3,0.33,30%
2032,McKenzie ›,"1,333","8,872",13,87,12%,0,—,16,–27%,0,—,36%
1794,McKinley ›,"12,289","17,219",467,654,52%,3,80,7,–3%,0,—,14%
662,McLean ›,"18,138","10,575",215,125,34%,2,11,5,–62%,0,—,38%
1055,McLean ›,883,"9,591",26,282,31%,2,12,8,+60%,0,—,32%
2009,McLean ›,"1,274","13,481",30,317,32%,1,14,18,+2%,0,—,27%
2709,McLennan ›,"27,224","10,609",471,184,26%,<1,10,—,–100%,0,—,25%
1335,McLeod ›,"4,225","11,771",59,164,34%,103,19,14,–7%,1.0,0.18,40%
2560,McMinn ›,"6,534","12,146",98,182,21%,<1,9,15,–23%,0,—,20%
2690,McMullen ›,83,"11,171",5,673,29%,2,27,6,–19%,0,—,26%
2582,McNairy ›,"2,840","11,053",54,210,28%,1,5,12,Flat,0,—,22%
1738,McPherson ›,29,"5,870",1,202,9%,0,—,—,—,0,—,20%
921,McPherson ›,"3,325","11,649",89,312,36%,1,5,—,–100%,0,—,24%
2489,McPherson ›,246,"10,340",4,168,8%,0,—,—,—,0,—,32%
1105,Meade ›,"2,035","7,122",25,87,24%,<1,2,—,—,0,—,27%
2494,Meade ›,"2,770","9,777",31,109,30%,0,—,13,–38%,0.1,6.45,38%
912,Meade ›,514,"12,745",12,298,26%,<1,6,—,—,0.1,1.15,28%
1633,Meagher ›,153,"8,217",7,376,37%,<1,3,16,+54%,0,—,23%
1923,Mecklenburg ›,"112,005","10,087",952,86,31%,7,12,—,–100%,0,—,36%
2967,Mecklenburg ›,"2,306","7,539",67,219,—,2,8,15,+1%,0,—,—
1300,Mecosta ›,"3,112","7,162",30,69,26%,2,19,—,–100%,0,—,40%
2741,Medina ›,"5,022","9,736",103,200,29%,1,7,2,–65%,0,—,26%
2101,Medina ›,"15,334","8,531",264,147,41%,2,9,4,–40%,0,—,35%
1355,Meeker ›,"2,557","11,011",40,172,31%,24,12,6,–55%,0.1,0.07,45%
2124,Meigs ›,"1,452","6,339",40,175,29%,<1,3,3,–66%,0.1,0.51,28%
2579,Meigs ›,"1,390","11,190",25,201,38%,1,6,12,–9%,0,—,26%
2472,Mellette ›,261,"12,664",2,97,21%,<1,5,10,+37%,0,—,41%
669,Menard ›,"1,234","10,118",16,131,35%,1,7,12,+9%,0,—,25%
2735,Menard ›,211,"9,869",9,421,36%,<1,7,2,–90%,0,—,26%
233,Mendocino ›,"4,101","4,727",49,56,38%,<1,4,16,+55%,0,—,—
1104,Menifee ›,477,"7,351",17,262,27%,1,3,6,–42%,0.1,0.32,28%
1265,Menominee ›,"2,099","9,214",41,180,45%,5,23,14,–45%,0,—,41%
3120,Menominee ›,812,"17,823",11,241,41%,5,29,—,–100%,0.1,0.86,40%
191,Merced ›,"31,914","11,493",461,166,22%,10,10,7,+14%,0,—,37%
2007,Mercer ›,"1,124","13,729",10,122,27%,<1,17,19,+2%,0,—,24%
682,Mercer ›,"1,469","9,516",33,214,37%,1,4,—,–100%,0,—,28%
2282,Mercer ›,"9,381","8,573",255,233,33%,10,15,15,–37%,0.3,0.44,37%
2041,Mercer ›,"4,811","11,685",85,206,27%,181,15,24,–15%,1.9,0.15,41%
1573,Mercer ›,299,"8,267",2,55,22%,<1,2,8,+14%,0,—,26%
1003,Mercer ›,"2,568","11,708",50,228,33%,3,25,4,–50%,0,—,18%
1791,Mercer ›,"33,661","9,161",940,256,36%,37,5,22,–34%,3.0,0.38,35%
3094,Mercer ›,"4,856","8,264",116,197,—,4,15,5,+13%,0,—,—
479,Meriwether ›,"2,023","9,557",85,402,—,1,7,23,–13%,0,—,—
1697,Merrick ›,786,"10,135",15,193,27%,<1,7,—,—,0,—,26%
1767,Merrimack ›,"9,460","6,249",114,75,38%,9,15,1,–82%,0.3,0.47,35%
261,Mesa ›,"14,899","9,662",218,141,—,4,15,8,–37%,0,—,—
1030,Metcalfe ›,"1,043","10,356",26,258,24%,32,10,20,+4%,0.1,0.04,45%
318,Miami-Dade ›,"493,006","18,146","6,278",231,37%,672,25,20,–13%,8.6,0.32,37%
981,Miami ›,"2,754","8,044",42,123,30%,0,—,—,—,0,—,26%
737,Miami ›,"3,828","10,778",68,191,23%,3,7,—,–100%,0.1,0.32,28%
2055,Miami ›,"10,701","10,002",217,203,31%,12,12,15,+29%,0,—,32%
1221,Middlesex ›,"133,890","8,307","3,737",232,46%,10,8,—,–100%,0.3,0.23,32%
1782,Middlesex ›,"91,552","11,096","2,329",282,38%,22,8,26,–19%,0.6,0.22,41%
3016,Middlesex ›,573,"5,415",20,189,—,3,2,12,–16%,0,—,—
312,Middlesex ›,"12,670","7,800",369,227,54%,8,5,7,–26%,0.6,0.35,54%
1273,Midland ›,"7,342","8,829",84,101,38%,58,22,24,–18%,2.3,0.86,40%
2732,Midland ›,"17,541","9,920",269,152,24%,2,7,8,–56%,0.1,0.48,27%
2242,Mifflin ›,"5,299","11,485",178,386,30%,36,28,24,–21%,0.7,0.55,36%
2721,Milam ›,"2,536","10,216",48,193,25%,<1,8,6,–19%,0,—,29%
2860,Millard ›,"1,437","10,896",14,106,23%,113,10,5,–12%,2.4,0.21,31%
1342,Mille Lacs ›,"3,032","11,539",53,202,34%,4,18,17,–23%,0,—,37%
386,Miller ›,860,"15,040",13,227,—,8,18,18,+123%,0.1,0.32,—
1534,Miller ›,"2,539","9,911",54,211,18%,<1,7,9,+75%,0,—,19%
157,Miller ›,"4,334","10,019",38,88,7%,1,3,16,–12%,0,—,25%
852,Mills ›,"1,623","10,742",22,146,35%,2,6,—,–100%,0,—,32%
2630,Mills ›,657,"13,482",21,431,27%,216,11,9,–15%,3.6,0.18,32%
3137,Milwaukee ›,"116,179","12,285","1,368",145,38%,8,11,4,–30%,0.1,0.20,39%
3071,Mineral ›,"2,860","10,645",87,324,—,10,34,11,–25%,0.1,0.47,—
249,Mineral ›,89,"11,573",1,130,—,47,28,22,–5%,1.1,0.68,—
1647,Mineral ›,253,"5,754",0,—,35%,0,—,—,—,0,—,11%
1755,Mineral ›,309,"6,859",7,155,36%,<1,4,—,–100%,0,—,26%
2463,Miner ›,304,"13,718",10,451,38%,<1,6,13,–38%,0,—,28%
3069,Mingo ›,"2,579","11,010",41,175,—,10,42,19,–14%,0,—,—
554,Minidoka ›,"2,339","11,117",32,152,20%,8,9,—,–100%,0.1,0.16,26%
2443,Minnehaha ›,"31,594","16,359",356,184,40%,<1,15,13,–32%,0.1,3.73,24%
1259,Missaukee ›,"1,471","9,730",24,159,32%,11,25,22,–25%,0.4,0.94,25%
116,Mississippi ›,"5,862","14,420",107,263,21%,8,8,8,+5%,0.3,0.26,23%
1505,Mississippi ›,"1,447","10,979",28,212,25%,3,4,1,–79%,0,—,33%
1639,Missoula ›,"9,085","7,596",94,79,43%,<1,2,—,—,0,—,41%
480,Mitchell ›,"2,088","9,550",82,375,—,2,7,15,+92%,0,—,—
1932,Mitchell ›,"1,450","9,690",16,107,28%,8,11,4,–50%,0.1,0.21,24%
965,Mitchell ›,561,"9,383",18,301,39%,0,—,—,—,0,—,32%
2813,Mitchell ›,605,"7,080",31,363,16%,<1,2,—,–100%,0,—,24%
826,Mitchell ›,"1,263","11,931",42,397,34%,<1,9,—,–100%,0,—,38%
48,Mobile ›,"41,089","9,944",808,196,25%,1,6,11,–13%,0,—,19%
2339,Moca,"1,660","4,755",—,—,31%,2,14,—,—,0,—,22%
236,Modoc ›,362,"4,095",3,34,—,<1,2,9,–31%,0,—,—
295,Moffat ›,781,"5,880",22,166,—,<1,8,—,—,0,—,—
105,Mohave ›,"22,847","10,768",723,341,22%,2,6,—,—,0.1,0.37,36%
1503,Moniteau ›,"1,787","11,077",32,198,22%,3,5,2,–79%,0,—,32%
1777,Monmouth ›,"74,950","12,112","1,609",260,40%,59,12,21,–26%,1.8,0.36,40%
867,Monona ›,828,"9,611",30,348,38%,<1,4,13,+99%,0,—,28%
3088,Monongalia ›,"9,203","8,714",86,81,—,6,19,13,+82%,0,—,—
204,Mono ›,"1,284","8,890",4,28,—,186,6,3,–41%,1.9,0.06,27%
122,Monroe ›,868,"12,953",17,254,30%,3,3,4,–52%,0.1,0.11,20%
817,Monroe ›,951,"12,339",29,376,32%,2,11,2,–53%,0,—,37%
612,Monroe ›,"4,357","12,579",93,268,39%,34,20,22,+1%,0.1,0.08,34%
3090,Monroe ›,"1,140","8,588",17,128,—,12,18,21,+30%,0.3,0.42,—
1255,Monroe ›,"15,045","9,997",250,166,27%,18,26,18,–54%,0.3,0.42,31%
1842,Monroe ›,"66,321","8,941","1,067",144,45%,9,16,21,–1%,0.3,0.50,36%
1435,Monroe ›,"4,113","11,667",133,377,26%,2,7,3,–44%,0,—,20%
61,Monroe ›,"1,780","8,585",40,193,22%,2,3,14,–1%,0.1,0.28,26%
1499,Monroe ›,"1,000","11,569",12,139,29%,3,6,9,–8%,0,—,22%
3177,Monroe ›,"4,655","10,064",38,82,34%,3,6,4,–47%,0,—,34%
997,Monroe ›,"1,334","12,526",42,394,29%,5,31,—,–100%,0.1,0.86,23%
2062,Monroe ›,"1,324","9,697",42,308,32%,7,11,9,–33%,0,—,33%
2284,Monroe ›,"14,421","8,469",308,181,30%,6,14,15,–31%,0.3,0.70,26%
356,Monroe ›,"7,025","9,464",49,66,41%,16,11,13,–8%,1.6,1.07,36%
2548,Monroe ›,"5,870","12,611",96,206,25%,2,10,11,+2%,0,—,30%
473,Monroe ›,"2,664","9,660",100,363,—,3,9,8,–12%,0.1,0.48,—
780,Monroe ›,"11,917","8,029",172,116,35%,1,6,8,–6%,0,—,23%
2712,Montague ›,"2,088","10,536",71,358,22%,2,10,6,–19%,0,—,21%
1235,Montcalm ›,"7,875","12,326",112,175,25%,5,37,18,–33%,0.1,1.13,45%
198,Monterey ›,"43,632","10,052",383,88,37%,7,8,—,–100%,0.1,0.16,38%
282,Montezuma ›,"1,925","7,352",24,92,—,1,16,—,–100%,0,—,—
856,Montgomery ›,"1,033","10,416",38,383,39%,<1,5,5,+4%,0,—,42%
933,Montgomery ›,"3,460","10,871",80,251,27%,3,3,17,+46%,0,—,37%
